0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,31,0,0,0,0,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0
0,0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,31,0,0,0,0,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0
0,0,0,0,0,0,0,30,0,30,0,0,30,0,0,0,30,0,0,0,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0
１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１,１
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
